address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua da Consolação;Consolação;65;2;0;Apartamento;2100;2831;01047-020;Central
Rua Itamonte;Vila Medeiros;58;3;1;Apartamento;3800;4536;02220-000;Norte
Rua Sena Madureira;Vila Clementino;68;3;1;Apartamento;5200;6684;04035-000;Sul
Rua Cayowaá;Perdizes;83;3;2;Apartamento;3600;5242;05005-070;Oeste
Rua Engenheiro Isaac Garcêz;Rudge Ramos;184;3;2;Apartamento;3800;4626;09619-110;Grande SP
Rua Cayowaá;Perdizes;68;3;1;Apartamento;3000;4182;05005-070;Oeste
Avenida Diógenes Ribeiro de Lima;Alto da Lapa;64;2;2;Apartamento;3000;4480;05458-000;Oeste
Rua Antônio Gomes Ferreira;Sacoma;33;2;0;Apartamento;1700;2095;04257-100;Sul
Avenida Padres Olivetanos;Vila Esperança;73;3;1;Apartamento;2700;4093;03648-000;Leste
Rua Gabriele D’annunzio;Campo Belo;35;1;1;Studio e kitnet;3800;4637;04619-000;Sul
Rua Francisca Júlia;Santana;50;2;1;Apartamento;1900;2685;02403-010;Norte
Rua Bruno Cavalcanti Feder;Quinta da Paineira;50;2;1;Apartamento;1700;2321;03152-155;Leste
Rua Alves Guimarães;Pinheiros;25;1;0;Studio e kitnet;2500;2986;05410-000;Oeste
Rua Elza Guimarães;Vila Amália (zona Norte);48;2;0;Apartamento;1100;1542;02618-010;Norte
Rua Franklin Magalhães;Vila Santa Catarina;15;1;0;Casa;750;846;04374-000;Sul
Rua Delfina da Cunha;Jardim Hercilia;30;2;2;Casa;2430;2725;03557-170;Leste
Rua Eugênia Sá Vitale;Vila Santa Luzia;53;2;1;Apartamento;2200;2968;09663-100;Grande SP
Rua Doutor Gabriel de Resende Filho;Chora Menino;25;2;0;Apartamento;1400;1614;02462-090;Norte
Rua Correia Dias;Paraíso;23;1;0;Studio e kitnet;4000;4061;04104-000;Sul
Rua Vergueiro;Vila Firmiano Pinto;63;3;1;Apartamento;1500;2732;01504-000;Central
Rua Barata Ribeiro;Bela Vista;16;1;0;Studio e kitnet;3700;4459;01312-010;Central
Rua Doutor Teodoro Baima;República;20;1;0;Apartamento;2500;2912;01220-040;Central
Rua Salto;Paraíso;33;1;1;Studio e kitnet;1850;3340;04001-130;Sul
Rua Nicolau Barreto;Vila Cordeiro;50;1;1;Apartamento;5400;6258;04583-000;Sul
Rua Malie Brenner;Vila Dom Pedro Ii;32;1;0;Apartamento;1600;1871;02243-020;Norte
Avenida Duque de Caxias;Campos Elíseos;36;1;1;Apartamento;2200;3232;01214-000;Central
Rua Vicente Ferreira Leite;Vila Siqueira (zona Norte);47;2;1;Apartamento;1650;2187;02723-000;Norte
Rua Jaguarete;Casa Verde;54;2;1;Apartamento;4200;4954;02515-010;Norte
Rua Batataes;Jardim Paulista;34;1;1;Studio e kitnet;4000;5288;01423-010;Central
Rua Fiandeiras;Vila Olímpia;42;1;1;Apartamento;2300;4056;04506-000;Sul
Rua Conselheiro Brotero;Santa Cecília;30;1;1;Apartamento;3300;4132;01233-070;Central
Rua Santa Justina;Vila Olímpia;33;1;1;Studio e kitnet;3150;4658;04545-040;Sul
Rua Kansas;Brooklin Paulista;84;2;2;Apartamento;7990;9832;04558-000;Sul
Rua Halionore;Vila Prudente;90;2;2;Casa;2715;2830;03133-000;Leste
Avenida Doutor Cardoso de Melo;Vila Olímpia;43;1;1;Studio e kitnet;3500;4774;04548-000;Sul
Rua Barata Ribeiro;Bela Vista;20;1;0;Apartamento;4000;4754;01312-010;Central
Rua Oiti;Alto da Mooca;80;3;2;Apartamento;2250;3860;03347-000;Leste
Rua Dr. Laerte Sertuba;Vila Suzana;67;3;1;Apartamento;1600;2364;05586-080;Oeste
Rua Carvalho de Freitas;Vila Andrade;50;2;1;Apartamento;2600;3410;05728-030;Oeste
Rua Girassol;Vila Madalena;25;1;0;Apartamento;2770;3508;05445-030;Oeste
Avenida dos Carinás;Indianópolis;26;1;0;Apartamento;3500;4235;04086-010;Sul
Avenida Sapopemba;Jardim Planalto;35;1;0;Apartamento;1050;1261;02859-140;Norte
Avenida Vila Ema;Vila Ema;32;1;0;Studio e kitnet;1300;1652;03156-000;Leste
Rua Mundo Novo;Vila Anglo Brasileira;185;2;3;Casa;4579;4888;05028-030;Oeste
Rua Joaquim Afonso de Souza;Vila Celeste;49;1;1;Apartamento;1800;2303;02543-000;Norte
Rua Barata Ribeiro;Bela Vista;18;1;0;Studio e kitnet;4000;4754;01312-010;Central
Rua Domingos Paiva;Brás;39;1;0;Apartamento;2330;2950;03043-070;Leste
Alameda Iraé;Indianópolis;25;1;0;Studio e kitnet;3690;4373;04075-000;Sul
Rua Uxi;Jardim Santa Maria;80;2;1;Casa;1700;1842;03576-090;Leste
Rua Nossa Senhora de Fátima;Santa Paula;71;2;2;Apartamento;3800;4536;09540-100;Grande SP
Rua Cinco de Outubro;Americanópolis;120;2;1;Casa;1846;1924;04335-050;Sul
Rua Baía Grande;Vila Bela;40;1;1;Casa;1100;1177;03202-000;Leste
Rua Antônio Píres;Vila Albertina;72;2;1;Apartamento;3082;3801;02730-000;Norte
Rua São João da Bocaina;Chácara Mafalda;75;2;1;Casa;1800;2076;03373-100;Leste
Rua João Biancalana;Paulicéia;62;3;1;Apartamento;1800;2319;09691-300;Grande SP
Rua Vicente Pereira de Assunção;Vila Constança;65;3;1;Apartamento;1872;2621;04658-000;Sul
Rua Itanhaém;Vila Prudente;50;2;1;Apartamento;2100;2915;03137-020;Leste
Rua Gregório Souza;Vila Nova Savoia;44;2;1;Apartamento;1500;1723;03531-020;Leste
Rua General Júlio Marcondes Salgado;Campos Elíseos;64;2;1;Apartamento;1800;2442;01216-000;Central
Rua Stela Marina;Brooklin;26;1;0;Studio e kitnet;4500;5074;04601-090;Sul
Rua Capote Valente;Pinheiros;83;2;1;Apartamento;3200;4131;05409-000;Oeste
Indianópolis, São Paulo - Sp, 04524-020, Brasil;Indianópolis;24;1;1;Apartamento;3200;4317;04524-020;Sul
Rua Ministro Godói;Perdizes;110;3;0;Apartamento;5400;6480;05015-000;Oeste
Rua Xingu;Vila Valparaíso;60;3;1;Apartamento;1700;2291;09060-050;Grande SP
Rua Galeno de Castro;Jurubatuba;34;1;0;Apartamento;1800;2144;04696-040;Sul
Rua Joaquim Afonso de Souza;Casa Verde Alta;26;1;0;Apartamento;920;1022;02543-000;Norte
Rua Hercília;Vila Matilde;69;2;2;Casa;2500;2731;03512-050;Leste
Rua Leopoldo Silingardi;Jardim Las Vegas;43;2;1;Apartamento;1800;2387;07082-350;Grande SP
Rua República do Togo;Jardim Peri Peri;70;2;1;Casa;2633;2887;05537-110;Oeste
Rua Barata Ribeiro;Bela Vista;22;1;0;Studio e kitnet;4000;4754;01312-010;Central
Rua Heloísa Camargo;Vila Esperança;45;1;0;Casa;1250;1371;03650-010;Leste
Rua São Bernardo;Cidade Mãe do Céu;47;2;0;Apartamento;2950;3394;03304-060;Leste
Rua Galeno de Castro;Jurubatuba;35;2;0;Apartamento;2200;2520;04696-040;Sul
Rua Alves Guimarães;Pinheiros;38;1;1;Apartamento;4300;5485;05410-000;Oeste
Rua Doutor Gabriel dos Santos;Santa Cecilia;33;1;1;Apartamento;1600;2536;01231-010;Central
Avenida Guarulhos;Vila Venditti;50;2;1;Apartamento;1450;1936;07025-000;Grande SP
Rua Gilberto Sabino;Pinheiros;73;1;2;Apartamento;9500;11210;05425-020;Oeste
Rua Doutor Penaforte Mendes;Bela Vista;29;1;1;Apartamento;2430;3438;01308-010;Central
Avenida Roque Petroni Júnior;Jardim das Acácias;22;1;0;Studio e kitnet;3800;4521;04794-000;Sul
Rua do Lavapés;Cambuci;26;1;0;Apartamento;1350;1616;01519-000;Central
Rua Delegado Moraes Novaes;Vila Andrade;72;2;2;Apartamento;3000;3919;05718-310;Oeste
Rua Pires de Campos;Alto da Mooca;34;2;0;Apartamento;1795;2334;03182-020;Leste
Rua Intendência;Brás;53;2;0;Apartamento;1550;2010;03015-010;Leste
Rua Campos;Vila Inah;354;3;3;Casa;5970;7013;05620-020;Oeste
Rua Doutor Argemiro Couto de Barros;Chácara Inglesa;69;1;0;Casa;1500;1563;05142-040;Oeste
Rua Barão de Iguape;Liberdade;50;2;1;Apartamento;2086;2601;01502-000;Central
Rua Marechal Deodoro;Santa Paula;69;2;2;Apartamento;3550;4268;09541-300;Grande SP
Rua Riskallah Jorge;Centro;34;1;0;Studio e kitnet;1040;1420;01032-010;Central
Rua Aurora;Santa Efigênia;28;1;0;Studio e kitnet;1990;2551;01209-000;Central
Rua Marie Nader Calfat;Jardim Ampliação;56;2;1;Apartamento;2150;2788;05713-520;Oeste
Rua Joaquim Ferreira;Água Branca;43;1;1;Apartamento;2800;3742;05033-080;Oeste
Rua George Smith;Lapa;55;2;1;Apartamento;3200;3932;05074-010;Oeste
Rua Henrique Casela;Jardim América da Penha;46;2;1;Apartamento;1500;1908;03704-020;Leste
Rua Igarité;Vila Nova Carolina;24;1;0;Studio e kitnet;800;1031;02264-000;Norte
Rua Soldado Teodoro Francisco Ribeiro;Parque Novo Mundo;65;3;1;Apartamento;2000;2748;02180-110;Norte
Rua Doutor Clemente Jobim;Jardim da Glória;27;1;0;Studio e kitnet;1902;2365;01545-040;Central
Rua Manoel Rodrigues da Costa;Vila Guedes;80;2;2;Casa;2000;2085;08062-015;Leste
Rua Alexandrino da Silveira Bueno;Cambuci;40;2;0;Apartamento;1600;2007;01524-010;Central
Avenida Salgado Filho;Centro;68;3;1;Apartamento;2100;2750;07115-000;Grande SP
Rua Otto de Alencar;Liberdade;44;2;1;Apartamento;1700;2266;01517-000;Central
Rua Jaguaré;Jaguaré;58;2;2;Apartamento;2150;2869;05344-030;Oeste
Rua Fernandes Moreira;Chácara Santo Antônio (zona Sul);62;2;1;Apartamento;9500;10680;04716-000;Sul
Rua Peixoto Gomide;Jardim Paulista;45;1;0;Studio e kitnet;1600;2044;01409-000;Central
Rua Ilansa;Vila Prudente;79;3;2;Apartamento;3650;4888;03127-070;Leste
Rua André Saraíva;Vila Sonia;30;1;0;Casa;1150;1199;05626-000;Oeste
Rua Luís Gama;Cambuci;29;1;0;Studio e kitnet;1550;1910;03105-010;Leste
Rua Ibitirama;Vila Prudente;55;2;1;Apartamento;2747;3361;03133-000;Leste
Rua Cardoso de Almeida;Perdizes;106;3;1;Apartamento;3276;4918;05013-000;Oeste
Rua Aquiles Jovane;Jardim Celeste;48;2;1;Apartamento;1400;2017;04195-150;Sul
Rua Massaranduba;Vila Monte Alegre;38;1;1;Apartamento;2000;2685;04304-120;Sul
Rua Agostinho Correia;Vila Regina;50;2;1;Apartamento;1300;1650;02968-090;Norte
Rua Itararé;Bela Vista;30;2;0;Apartamento;1643;1898;01308-030;Central
Rua Alves Guimarães;Pinheiros;43;1;1;Apartamento;3900;4865;05410-000;Oeste
Rua Helena;Vila Olímpia;126;3;3;Apartamento;15000;17410;04552-050;Sul
Avenida Cangaíba;Cangaíba;39;2;1;Apartamento;1200;1482;03712-000;Leste
Rua João de Godói Moreira;Socorro;56;1;0;Casa;1650;1720;04763-200;Sul
Rua Pascal;Campo Belo;35;1;1;Studio e kitnet;3500;4440;04601-000;Sul
Rua Martins Fontes;Centro;41;1;1;Apartamento;2800;3638;01046-001;Central
Rua Maestro Elias Lobo;Jardim Paulista;78;2;0;Apartamento;4900;5696;01433-000;Central
Praça Alberto Lion;Cambuci;29;1;0;Apartamento;1333;1704;01515-000;Central
Rua Montojó;Quinta da Paineira;52;2;1;Apartamento;1250;1914;03152-160;Leste
Rua Cachoeira;Jardim Rosa de Franca;40;1;0;Casa;800;834;07080-000;Grande SP
Alameda Iraé;Indianópolis;24;1;0;Studio e kitnet;3300;4017;04075-000;Sul
Rua Guaicurus;Água Branca;29;1;0;Apartamento;2000;2327;05033-000;Oeste
Rua Acaraú;Bela Vista;33;1;0;Apartamento;2150;2681;01306-030;Central
Rua Coronel Luís Barroso;Santo Amaro;33;1;1;Studio e kitnet;2800;3396;04750-030;Sul
Rua Paim;Bela Vista;36;1;1;Apartamento;2800;3445;01306-010;Central
Rua Catumbi;Catumbi;48;2;1;Apartamento;1900;2474;03021-000;Leste
Rua Padre Mariano Ronchi;Vila Pereira Cerca;46;2;1;Apartamento;1150;2044;02932-000;Norte
Rua Fernando Dondon;Tatuapé;30;1;0;Studio e kitnet;1550;1662;03311-060;Leste
Rua Benedito Faber;Lajeado;52;2;1;Apartamento;2290;2869;05750-070;Oeste
Rua Doutor Augusto de Miranda;Vila Pompéia;42;1;1;Studio e kitnet;4750;5959;05026-000;Oeste
Avenida Doutor Hugo Beolchi;Vila Guarani (z Sul);26;1;0;Apartamento;2700;3093;04310-030;Sul
Avenida Nove de Julho;Bela Vista;30;1;0;Studio e kitnet;2000;2342;01312-000;Central
Rua Gabriele D'annunzio;Campo Belo;37;1;1;Studio e kitnet;3500;4276;04619-000;Sul
Rua Frei Caneca;Consolação;40;1;0;Apartamento;2527;3065;01307-000;Central
Rua Quararibéia;Vila Isa;61;2;1;Apartamento;3000;3696;04685-004;Sul
Rua Jurupari;Jardim Oriental;35;1;0;Casa;980;1097;04348-070;Sul
Rua Indiana;Brooklin Paulista;50;1;1;Apartamento;2600;3370;04562-000;Sul
Avenida Jabaquara;Mirandópolis;26;1;0;Studio e kitnet;2188;2786;04046-000;Sul
Rua Ciro Costa;Perdizes;32;1;1;Studio e kitnet;2750;3607;05007-060;Oeste
Rua Conselheiro Ramalho;Bela Vista;32;1;0;Studio e kitnet;1700;2176;01325-001;Central
Rua Saint Hilaire;Jardim Paulista;32;1;1;Studio e kitnet;2100;2879;01423-040;Central
Rua Dona Maria Carolina;Jardim Paulistano;24;1;1;Studio e kitnet;3500;4025;01451-000;Central
Rua Barão de Tatuí;Vila Buarque;30;1;1;Studio e kitnet;1262;1896;01226-030;Central
Rua Jaguaribe;Vila Buarque;50;2;1;Apartamento;1700;2616;01224-000;Central
Rua Cristiano Viana;Cerqueira César;73;2;1;Apartamento;6000;7231;05411-000;Oeste
Rua Alves Guimarães;Pinheiros;25;1;0;Apartamento;3100;3650;05410-000;Oeste
Rua Valson Lopes;Vila Butantã;68;3;1;Apartamento;2500;3305;05360-020;Oeste
Rua Bucuituba;Vila Margarida;34;1;0;Apartamento;1100;1216;03276-010;Leste
Rua Márcio Mazzei;Vila Nova Mazzei;53;2;1;Apartamento;1800;2369;02316-050;Norte
Avenida Francisco Matarazzo;Barra Funda;30;1;0;Apartamento;1600;2131;05001-000;Oeste
Rua do Valo Velho;Vila Ede;85;2;1;Casa;1350;1407;02219-100;Norte
Rua Fradique Coutinho;Pinheiros;82;2;0;Casa;4000;4614;05422-011;Oeste
Rua Guaicurus;Água Branca;28;1;0;Studio e kitnet;2400;2793;05033-000;Oeste
Rua Cantori;Vila Andrade;41;2;0;Apartamento;1300;1750;05728-020;Oeste
Rua Coronel Deraldo Jordão;Vila Firmiano Pinto;90;2;2;Apartamento;5200;6574;04125-030;Sul
Avenida Sapopemba;Sapopemba;56;2;1;Apartamento;2200;2842;02859-140;Norte
Rua Gaspar Lourenço;Vila Mariana;50;2;0;Apartamento;3600;4289;04107-001;Sul
Avenida Celso Garcia;Belenzinho;44;2;1;Apartamento;1850;2321;03014-000;Leste
Rua Cavour 399 Apto 124 B/a;Vila Prudente;75;3;2;Apartamento;2900;3648;03136-010;Leste
Rua Engenheiro Bianor;Butantã;45;2;1;Apartamento;3850;4723;05502-010;Oeste
Rua Alves Guimarães;Pinheiros;33;1;0;Apartamento;3100;3677;05410-000;Oeste
Rua Dona Vitu Giorgi;Jardim Leonor;55;2;1;Apartamento;1600;2162;05658-070;Oeste
Rua Farjalla Koraicho;Jabaquara;91;2;1;Casa;2700;2814;04321-130;Sul
Rua Ouvidor Portugal;Vila Monumento;35;1;1;Apartamento;1800;2332;01551-000;Central
Rua Doutor Nicolino Morena;Vila Constança;60;2;1;Apartamento;1350;1875;02257-000;Norte
Rua Sete Barras, 268;Nossa Senhora do Ó;65;3;1;Apartamento;2250;2854;02927-080;Norte
Avenida Jabaquara;Mirandópolis;27;1;0;Studio e kitnet;2800;3363;04046-000;Sul
Avenida João Barreto de Menezes;Vila Santa Catarina;80;2;5;Casa;2200;2305;04370-006;Sul
Rua Professor Aprígio Gonzaga;São Judas;65;2;1;Apartamento;3500;4529;04303-000;Sul
Rua Humberto I;Vila Mariana;21;1;0;Studio e kitnet;3400;4053;04011-060;Sul
Rua Andrade Reis;Mooca;34;1;0;Apartamento;2000;2577;03105-100;Leste
Rua Cunha Gago;Pinheiros;31;1;1;Apartamento;2300;3151;05421-000;Oeste
Rua Ernani Pinto;Vila Maria Alta;65;3;1;Apartamento;1800;2494;02128-020;Norte
Rua Cônego Vicente Miguel Marino;Barra Funda;40;2;1;Apartamento;2800;3308;01135-020;Central
Rua Andradas;Santa Efigênia;30;1;0;Studio e kitnet;760;1258;01208-000;Central
Avenida Marechal Mario Guedes;Jaguaré;70;2;1;Apartamento;2700;3686;05348-010;Oeste
Avenida Cupecê;Jardim Prudência;28;1;0;Apartamento;1900;2254;04366-000;Sul
Rua Álvaro Nunes;Vila Congonhas;61;2;2;Apartamento;3500;4947;04612-070;Sul
Avenida Dr. Vieira de Carvalho;República;25;1;0;Studio e kitnet;1148;1742;01210-010;Central
Rua Gabriel dos Santos;Santa Cecília;38;1;1;Apartamento;2650;3652;01231-010;Central
Rua Turiuba, 114, Água Fria;Água Fria;38;1;0;Casa em condomínio;1249;1367;02336-110;Norte
Rua Maracanã-guaçu;Jardim Sao Francisco (zona Leste);45;2;1;Apartamento;1250;1596;03718-015;Leste
Rua Tabatinguera;Sé;22;1;0;Studio e kitnet;1799;2182;01018-020;Central
Rua Anamá;Guaiaúna;70;3;0;Casa;1200;1351;03630-090;Leste
Rua Francisco Retti;Vila Oratorio;96;1;0;Casa;1700;1873;03189-140;Leste
Rua Vigário Taques Bitencourt;Santo Amaro;350;3;4;Casa;3200;3378;04755-060;Sul
Rua Conselheiro Furtado;Liberdade;26;1;0;Studio e kitnet;2100;2566;01018-020;Central
Rua Doutor Miguel Vieira Ferreira;Tatuapé;30;0;0;Apartamento;1840;2113;03071-080;Leste
Rua Coronel Fawcett;Vila Moraes;120;2;1;Casa;1400;1519;04167-030;Sul
Rua Aguiar de Barros;Bela Vista;16;1;0;Apartamento;1800;2139;01316-020;Central
Rua Angaturama;Vila Moraes;35;1;0;Casa em condomínio;1250;1347;04164-010;Sul
Rua Alves Ribeiro;Cambuci;60;2;0;Apartamento;1900;2028;01540-040;Central
Rua Amorim Castro;Vila São Luís(zona Oeste);15;1;0;Studio e kitnet;740;1196;05362-050;Oeste
Rua Duque de Caxias;Campos Elíseos;61;1;0;Apartamento;1475;1732;01214-000;Central
Rua Jardim das Margaridas;Vila Buenos Aires;75;2;1;Casa em condomínio;1577;1799;03737-000;Leste
Rua Ibéria;Vila Isolina Mazzei;38;1;0;Apartamento;1250;1388;02082-070;Norte
Avenida São João;República;28;1;0;Studio e kitnet;1394;1493;01035-000;Central
Rua Coronel Homero da Silveira;Parque Peruche;70;1;1;Casa;1500;1655;02535-050;Norte
Rua Cláudia;Vila Marieta;55;2;1;Apartamento;1700;2400;03617-000;Leste
Rua Domingos Paiva;Brás;33;1;1;Apartamento;1700;2223;03043-070;Leste
Rua das Águias Reais;Vila Cardoso Franco;50;2;1;Apartamento;791;1212;03978-400;Leste
Rua Renéa Ferreira de Castilho;Super Quadra Morumbi;110;3;3;Casa;3500;3825;05750-350;Oeste
Rua Antônio Gomes Ferreira;Parque Fongaro;34;2;0;Studio e kitnet;1100;1360;04257-100;Sul
Rua Honório Pena;Vila Matilde;101;3;3;Casa;3060;3190;03514-075;Leste
Rua Natividade Saldanha;São Lucas;32;0;0;Studio e kitnet;1200;1532;03223-150;Leste
Rua Manuel Leiroz;Vila Penteado;38;1;0;Apartamento;1350;1702;03735-180;Leste
Rua dos Carmelitas;Sé;38;1;0;Studio e kitnet;980;1377;01020-010;Central
Rua Gradaú;Vila Bela;50;2;2;Apartamento;2500;3231;03201-010;Leste
Rua Vitório Ramalho;Tatuapé;91;3;2;Apartamento;6000;7282;03087-080;Leste
Rua Aurélia;Vila Romana;80;2;0;Casa;2200;2335;05046-000;Oeste
Rua Washington Luís;Centro Histórico de São Paulo;22;1;0;Studio e kitnet;1843;2164;01033-010;Central
Rua Conselheiro Furtado;Liberdade;30;1;0;Studio e kitnet;2198;2682;01018-020;Central
Rua Tristão de Oliveira;Vila Gumercindo;60;2;0;Casa;1555;1726;04131-070;Sul
Rua Timbiras;Santa Efigênia;36;1;1;Apartamento;1177;1861;01033-000;Central
Rua François Coty;Cambuci;34;2;1;Apartamento;1680;2170;01524-030;Central
Rua Isaura Abad Giacomelli;Jardim Aurelia;32;1;0;Studio e kitnet;1700;2067;04118-050;Sul
Avenida Alberto Augusto Alves;Vila Andrade;38;1;1;Apartamento;2800;2940;05724-030;Oeste
Rua Barão de Iguape;Liberdade;38;1;0;Studio e kitnet;1100;1492;01502-000;Central
Rua Ataliba Leonel;Vila Fidalgo;70;1;0;Casa;1380;1438;02324-025;Norte
Rua Josef Kryss;Parque Industrial Tomas Edson;29;1;0;Apartamento;1760;2206;01140-050;Central
Avenida Dedo de Deus;Vila Formosa;34;1;0;Studio e kitnet;1500;1807;03364-070;Leste
Rua Akron;Jardim Aricanduva;60;1;0;Casa;1350;1407;03456-050;Leste
Rua Itaqueri;Alto da Mooca;40;1;0;Casa;1200;1331;03178-000;Leste
Rua dos Trilhos;Mooca;90;2;0;Apartamento;2450;2482;03168-005;Leste
Rua Barreiro da Raiz;Vila Nova Carolina;75;1;2;Casa;999;1041;02263-080;Norte
Rua Conselheiro Lafaiette;Mooca;41;2;0;Apartamento;2200;2532;03164-110;Leste
Rua Engenheiro Bianor;Butantã;29;1;1;Studio e kitnet;2790;3392;05502-010;Oeste
Rua Nestor Pestana;Consolação;42;1;0;Studio e kitnet;1706;2067;01303-010;Central
Rua Lindório;Vila Domitila;70;2;1;Casa;1930;2041;03626-050;Leste
Rua Olívia Guedes Penteado;Socorro;35;2;0;Apartamento;1500;2015;04764-001;Sul
Rua Jaboatão;Casa Verde;82;3;2;Apartamento;2100;3257;02516-010;Norte
Travessa Carlos Ramirez;Vila Água Funda;54;1;1;Casa;1500;1563;04155-110;Sul
Rua Tapiraí;Vila Isolina Mazzei;67;2;1;Apartamento;2884;3695;02083-070;Norte
Rua Brasil;Rudge Ramos;73;2;2;Apartamento;2100;2687;09627-000;Grande SP
Rua Panhames;Vila Beatriz;90;3;1;Casa;1900;2081;03644-020;Leste
Rua Feliciano Bicudo;Vila Paulicéia;90;2;0;Casa;2450;2808;02301-020;Norte
Rua Leandro de Carvalho;Vila Monumento;95;2;2;Apartamento;2570;2843;01551-010;Central
Rua José Maria Ressuto;Imirim;130;3;1;Casa;2500;2606;02472-140;Norte
Rua Capitão Rubens;Parque Edu Chaves;30;1;0;Studio e kitnet;950;1057;02234-010;Norte
Rua do Lucas;Brás;50;2;1;Apartamento;3000;3578;03004-001;Leste
Rua Francisco Felippe Agosti;Vila Inglesa;55;2;1;Apartamento;1417;2154;04653-210;Sul
Avenida São João;Santa Cecília;24;1;0;Studio e kitnet;1240;1560;01211-101;Central
Rua Hilário Capote Valente;São Lucas;60;2;0;Casa;1400;1460;03236-050;Leste
Rua Glicério;Liberdade;49;2;1;Apartamento;2400;2997;01514-000;Central
Rua Tetsuaki Misawa;Vila Clementino;110;3;2;Casa;5250;5813;04041-030;Sul
Rua José de Figueiredo Seixas;Sítio do Mandaqui;50;2;1;Apartamento;1300;1992;02543-020;Norte
Rua Duarte de Carvalho;Tatuapé;81;2;1;Apartamento;4000;5088;03084-030;Leste
Rua Miguel Garcia;Cangaiba;70;1;0;Casa;969;1061;03720-170;Leste
Rua Oscar Cintra Gordinho;Liberdade;35;1;0;Apartamento;1281;1331;01512-010;Central
Rua Celeste Fernandes Dalphorno;Jardim Rosana;40;1;0;Casa;800;949;07075-125;Grande SP
Rua Quedas 315;Vila Isolina Mazzei;60;2;1;Casa em condomínio;2600;2785;02082-030;Norte
Rua Peixoto Gomide;Jardim Paulista;55;1;0;Apartamento;1650;2113;01409-000;Central
Rua Frei Caneca;Bela Vista;30;1;0;Studio e kitnet;1735;2396;01307-000;Central
Rua Iapó;Casa Verde;55;2;0;Casa;2000;2085;02512-020;Norte
Rua Piracanguá;Jardim Sao Paulo(zona Norte);80;2;1;Casa;2000;2085;02040-110;Norte
Rua Bueno de Andrade;Aclimação;68;3;1;Apartamento;2199;3066;01526-000;Central
Rua Jaracatiá;Jardim Umarizal;65;2;1;Apartamento;1500;2058;05755-160;Oeste
Rua Fagundes Varela;Vila Príncipe de Gales;50;2;1;Apartamento;1550;2177;09060-510;Grande SP
Rua São Francisco de Assis;Vila Mangalot;223;3;6;Casa;4100;4518;05133-100;Oeste
Rua Major Quedinho;República;33;1;0;Apartamento;1020;1607;01046-001;Central
Rua Omachá;Penha de França;58;2;1;Apartamento;1600;2362;03610-020;Leste
Rua Oliveira Alves;Ipiranga;58;2;1;Apartamento;4000;4982;04210-060;Sul
Rua Marquês de Lages;Vila Moraes;63;3;1;Apartamento;1200;1867;04154-000;Sul
Rua Henrique Sertório;Tatuapé;38;1;1;Apartamento;3010;4226;03066-065;Leste
Rua Francisca Miquelina;Bela Vista;30;1;0;Apartamento;1795;2239;01319-001;Central
Rua Coronel Joaquim Antônio Dias;Tatuapé;29;1;0;Studio e kitnet;1800;2208;03308-030;Leste
Rua Bicudo de Brito;Vila Guarani;45;2;0;Apartamento;1535;1794;04316-060;Sul
Rua Domingos Portela;Jardim das Vertentes;207;3;6;Casa;5500;5834;05541-280;Oeste
Rua Doutor Cesário Mota Júnior;Vila Buarque;27;1;0;Apartamento;1401;1835;01221-020;Central
Rua Edmundo Juventino Fuentes;Parque Tomas Saraiva;60;2;1;Apartamento;1950;2527;03280-000;Leste
Rua Francisco Coimbra;Penha de França;50;2;1;Apartamento;1860;2563;03639-000;Leste
Avenida Alberto Fontana;Jardim Celeste;56;2;1;Apartamento;1600;2152;04195-050;Sul
Rua Cristovão Bezerra Dantas;Parque Vitória;64;1;0;Casa;1236;1337;02270-050;Norte
Rua Assungui;Vila Gumercindo;120;3;3;Apartamento;5900;7581;04131-000;Sul
